,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
504,phalanx,514,358,-156,0.70227,0.69902,2
505,SunJMMMM,515,251,-264,0.70227,0.69983,2
506,Sylas,513,744,231,0.70227,0.69654,2
507,copypaste,512,869,357,0.70227,0.69398,2
508,Mayank Soni,516,183,-333,0.70226,0.70111,2
509,kiyoshin,519,386,-133,0.70225,0.69869,2
510,哇哈哈来抽奖,520,488,-32,0.70225,0.6975,2
511,AshishSinha,518,10,-508,0.70225,0.7101,2
512,Sato Takenoko,517,804,287,0.70225,0.69537,2
513,一顿操作不动了,521,357,-164,0.70224,0.69905,2
514,svm,522,245,-277,0.70223,0.69994,2
515,Bayesian kagglers,523,839,316,0.70223,0.6947,2
516,Prashant Kikani,524,404,-120,0.70222,0.69852,2
517,ULquora,525,456,-69,0.70221,0.6978,2
518,\hat{Green},526,486,-40,0.70221,0.69752,2
519,tides,527,201,-326,0.7022,0.70068,1
520,Ryo,528,398,-130,0.70219,0.69857,2
521,Onur Tufekcioglu,529,399,-130,0.70219,0.69857,2
522,Vladyslav Bilotserkovskyi,531,152,-379,0.70218,0.70179,2
523,charlesdong,530,473,-57,0.70218,0.69763,2
524,yasube,533,260,-273,0.70217,0.69968,2
525,KostasKarakostas,532,405,-127,0.70217,0.69851,2
526,Yukun Qin,534,47,-487,0.70216,0.70639,2
527,bsp2020,535,864,329,0.70215,0.69411,2
528,Dzmitry Shakhrai,536,480,-56,0.70215,0.69754,2
529,AW,537,778,241,0.70215,0.69587,2
530,takaakiinada,538,738,200,0.70213,0.69662,2
531,Nicolas Wesner,539,750,211,0.70213,0.69639,1
532,Bilal ML,540,441,-99,0.70213,0.69804,2
533,KODGV,541,158,-383,0.70213,0.70169,2
534,Lain,543,803,260,0.70211,0.69538,2
535,Buger,544,83,-461,0.70209,0.70529,1
536,alijs,545,205,-340,0.70209,0.70051,2
537,flusky,547,236,-311,0.70208,0.70006,2
538,Max Ryabinin,546,921,375,0.70208,0.69233,2
539,Alexandr Kornev,548,457,-91,0.70206,0.6978,2
540,Helgi,550,493,-57,0.70206,0.69748,2
541,Justin Yang,551,423,-128,0.70206,0.69827,2
542,Nikita Churkin,549,749,200,0.70206,0.69639,2
543,Meomeo,552,828,276,0.70205,0.69486,2
544,Raja Sekar,553,221,-332,0.70205,0.70029,2
545,GideonTeo,554,222,-332,0.70205,0.70029,2
546,synergy37ai,555,219,-336,0.70205,0.70029,2
547,Way to Insincere,556,220,-336,0.70205,0.70029,2
548,Mayur Newase,557,878,321,0.70203,0.69382,1
549,TwoPebbles,558,754,196,0.70203,0.6963,2
550,1233,559,247,-312,0.70203,0.6999,2
551,abnerzhang,560,255,-305,0.702,0.69976,2
552,yaaku,561,436,-125,0.70198,0.69812,2
553,B H,562,27,-535,0.70198,0.70795,2
554,Insincere_Spoilers,564,696,132,0.70197,0.69722,2
555,Evgeny Golovenkov,565,348,-217,0.70197,0.6991,2
556,Team copy & paste,563,218,-345,0.70197,0.70031,2
557,chizhu,567,30,-537,0.70196,0.70777,2
558,schlers,568,575,7,0.70196,0.69729,2
559,avt,566,66,-500,0.70196,0.70573,2
560,leftboy,569,134,-435,0.70195,0.70218,2
561,TomRishi,570,492,-78,0.70194,0.69749,2
562,Vadim Borisov,571,822,251,0.70194,0.69495,2
563,akshay,584,279,-305,0.70193,0.69935,2
564,Ihor Kosovych,589,335,-254,0.70193,0.6991,2
565,Sergey Karateev,586,324,-262,0.70193,0.6991,2
566,DewmalHandapangoda,587,342,-245,0.70193,0.6991,1
567,卡在700 | Random forest,588,35,-553,0.70193,0.70746,2
568,sasakama,593,332,-261,0.70193,0.6991,1
569,commit suicide,590,258,-332,0.70193,0.69972,2
570,hawks10,591,345,-246,0.70193,0.6991,2
571,kalexis,592,352,-240,0.70193,0.6991,2
572,Nishant Bhavsar,594,341,-253,0.70193,0.6991,2
573,Kishore M,585,336,-249,0.70193,0.6991,2
574,shejz,575,276,-299,0.70193,0.69935,2
575,mjames0709,583,325,-258,0.70193,0.6991,1
576,The Sparkling Ducks,576,343,-233,0.70193,0.6991,1
577,Kyota,573,329,-244,0.70193,0.6991,2
578,Bruno Aquino,574,331,-243,0.70193,0.6991,2
579,zhdmath,582,337,-245,0.70193,0.6991,2
580,Frank Schilder,572,350,-222,0.70193,0.6991,2
581,DarcyX,577,338,-239,0.70193,0.6991,1
582,Innovation,579,327,-252,0.70193,0.6991,2
583,daijin12,580,349,-231,0.70193,0.6991,2
584,HG,578,326,-252,0.70193,0.6991,2
585,senkin13,595,721,126,0.70192,0.69698,2
586,Rowchen,596,885,289,0.70192,0.69345,2
587,Q_takka,597,866,269,0.70191,0.69407,2
588,Xuan Cao,598,89,-509,0.70191,0.70486,2
589,omg,599,44,-555,0.7019,0.70655,2
590,Fred Navruzov,600,780,180,0.7019,0.6958,2
591,LiuDong,601,307,-294,0.7019,0.69929,2
592,後排遠觀神打架,602,384,-218,0.70189,0.69874,1
593,supportvectordevin,603,865,262,0.70188,0.69409,2
594,jtlowery,604,238,-366,0.70188,0.70006,2
595,HeraldoEspozel,606,239,-367,0.70187,0.70006,2
596,RJ,605,751,146,0.70187,0.69638,2
597,madai,607,743,136,0.70186,0.69657,2
598,Adam,610,862,252,0.70185,0.69411,2
599,Saurabh Job,611,848,237,0.70185,0.69444,2
600,Ryan Sun,608,863,255,0.70185,0.69411,2
601,Emily_Yao,609,13,-596,0.70185,0.70946,2
602,Chaoyue,612,882,270,0.70184,0.69361,1
603,Bala,613,831,218,0.70182,0.69485,2
604,Thanos,614,311,-303,0.70182,0.69922,2
605,xffj,615,941,326,0.70181,0.69188,2
606,appledotted,616,407,-209,0.70181,0.69846,2
607,Team Insincere,617,3,-614,0.70179,0.71679,2
608,4AM_GODV,618,252,-366,0.70179,0.6998,2
609,Suraj kumar,619,735,116,0.70179,0.69666,2
610,萌新,621,718,97,0.70178,0.697,2
611,Sergey Zhitansky,622,693,71,0.70178,0.69723,2
612,Chí,623,766,143,0.70177,0.6961,2
613,Use,624,393,-231,0.70176,0.6986,2
614,leesoojin,626,742,116,0.70175,0.69657,2
615,Xuetong Zhao,625,702,77,0.70175,0.69716,2
616,罪恶王冠,627,359,-268,0.70174,0.69902,1
617,Vadim Shestopalov,628,169,-459,0.70174,0.70136,2
618,Anton Petrov,629,801,172,0.70172,0.69543,2
619,OLEGES,630,410,-220,0.70172,0.69839,2
620,nickl,631,225,-406,0.70172,0.70023,2
621,Teng Lei,632,383,-249,0.70171,0.69874,2
622,Nicolas Barbotte,633,775,142,0.7017,0.69597,2
623,samirthapa,634,517,-117,0.7017,0.69742,2
624,tosterovic,635,241,-394,0.70169,0.7,1
625,Piotr Pawłowski,636,768,132,0.70168,0.69609,2
626,Laknath,637,261,-376,0.70168,0.69957,2
627,Sophia Zhao,638,481,-157,0.70166,0.69754,2
628,Zolotnik,639,867,228,0.70164,0.69404,2
629,Pascal Hulot,640,257,-383,0.70164,0.69975,2
630,Amit Kumar Jaiswal,641,71,-570,0.70164,0.70573,2
631,nznd,645,108,-537,0.70163,0.70299,2
632,Satian,644,798,154,0.70163,0.69544,2
633,godson,643,808,165,0.70163,0.69532,2
634,Yuki. O,646,477,-169,0.70162,0.69757,2
635,higepon,647,756,109,0.70161,0.69625,2
636,Jinto,648,787,139,0.7016,0.69565,1
637,Hieu Nguyen,649,854,205,0.7016,0.69429,2
638,ishikei,650,155,-495,0.70159,0.70174,2
639,Arunkumar V Ramanan,651,42,-609,0.70159,0.70701,2
640,effata.ai,652,130,-522,0.70159,0.70224,2
641,julius,653,521,-132,0.70158,0.69737,2
642,Ricardo. Lee,654,747,93,0.70157,0.69651,1
643,HDU-AILab,655,38,-617,0.70156,0.70728,1
644,xBuDer,656,706,50,0.70155,0.69714,2
645,Guilherme Peixoto,657,771,114,0.70155,0.69603,2
646,Samarth Agarwal,658,908,250,0.70155,0.69287,2
647,Ivan Shkurak,659,938,279,0.70155,0.69205,1
648,ag,660,745,85,0.70154,0.69653,2
649,gason,661,355,-306,0.70154,0.69907,2
650,Bastien Dechamps,662,394,-268,0.70154,0.6986,2
651,Chevalier,665,171,-494,0.70153,0.70135,2
652,Ren,666,820,154,0.70153,0.695,2
653,The Notorious B.I.G.,664,730,66,0.70153,0.69675,2
654,Bernd Allmendinger,663,286,-377,0.70153,0.69935,2
655,Konstantin Chetin,667,475,-192,0.70149,0.69762,2
656,Andy Yu,668,41,-627,0.70148,0.70704,2
657,Kromel,669,898,229,0.70148,0.6932,2
658,大黑楼,670,819,149,0.70147,0.69504,2
659,Haiwentom,671,429,-242,0.70144,0.69815,1
660,Aldo Aditiya,674,525,-149,0.70143,0.69733,2
661,Kevin Hwang,673,312,-361,0.70143,0.69922,2
662,Bjenk Ellefsen,672,173,-499,0.70143,0.70125,2
663,Dan Emery,676,396,-280,0.70139,0.69859,2
664,maxi,675,49,-626,0.70139,0.70629,2
665,[ods.ai] detect toxic and tune nn,677,726,49,0.70138,0.69686,2
666,Enzo,678,779,101,0.70138,0.69583,2
667,MirrorLu,679,825,146,0.70137,0.69487,1
668,AllYouNeedIsGoodLuck,680,725,45,0.70137,0.69689,2
669,horohoro,682,159,-523,0.70136,0.70168,2
670,RobinDong,683,204,-479,0.70136,0.70054,2
671,Mohammed,681,769,88,0.70136,0.69607,2
672,LP Cheung,684,870,186,0.70134,0.69397,2
673,QOO,685,740,55,0.70134,0.69658,1
674,imhelloHAHAHA,686,762,76,0.70134,0.69617,2
675,"{}.:|""",709,299,-410,0.70132,0.69935,2
676,NxGTR,704,302,-402,0.70132,0.69935,2
677,Vikas Pandey,705,304,-401,0.70132,0.69935,2
678,Sachin,706,280,-426,0.70132,0.69935,1
679,Aleksandr Kosolapov,707,274,-433,0.70132,0.69935,2
680,lmao dude,708,281,-427,0.70132,0.69935,2
681,Daniel Szponar,716,246,-470,0.70132,0.69991,2
682,vladimirsydor,710,290,-420,0.70132,0.69935,2
683,Vishwadeep Gautam,711,275,-436,0.70132,0.69935,2
684,adityasinha,712,305,-407,0.70132,0.69935,2
685,rm -rf /,713,287,-426,0.70132,0.69935,2
686,Meliodas,714,292,-422,0.70132,0.69935,2
687,HAIR,715,294,-421,0.70132,0.69935,2
688,ZFTurbo,702,271,-431,0.70132,0.69935,2
689,sandeep8530,703,282,-421,0.70132,0.69935,2
690,hushen,701,75,-626,0.70132,0.70573,2
691,mr007rin,692,284,-408,0.70132,0.69935,2
692,Dmitry Kozlov,687,57,-630,0.70132,0.70573,2
693,pochinki,688,288,-400,0.70132,0.69935,2
694,Migs Rocha,689,73,-616,0.70132,0.70573,2
695,Zeyu Huang,690,303,-387,0.70132,0.69935,2
696,Haidong Tang,691,295,-396,0.70132,0.69935,2
697,crise,700,87,-613,0.70132,0.70495,1
698,[ods.ai] Artyom Palvelev,693,272,-421,0.70132,0.69935,2
699,ArzgirMan,698,298,-400,0.70132,0.69935,2
700,调参老师傅,699,278,-421,0.70132,0.69935,2
701,Data Craze,694,54,-640,0.70132,0.70573,2
702,aPanda,696,285,-411,0.70132,0.69935,2
703,TheRedArrow,695,250,-445,0.70132,0.69983,2
704,Sandiago,717,192,-525,0.70131,0.70091,2
705,Bharath Bhat,718,755,37,0.7013,0.69626,2
706,Peter Chao,719,174,-545,0.70128,0.70123,2
707,HaGua,721,132,-589,0.70127,0.70221,2
708,空雨潇潇,720,133,-587,0.70127,0.7022,2
709,Nick Sarris,722,777,55,0.70125,0.69589,2
710,Yuchen,723,767,44,0.70124,0.6961,2
711,Marcelo Senaga,724,717,-7,0.70123,0.69701,2
712,Eric Vos,725,809,84,0.70123,0.69528,2
713,Ancestral_Recall,726,77,-649,0.70122,0.70561,2
714,Chen Y,727,741,14,0.7012,0.69658,1
715,Digiteum AI team,730,199,-531,0.70118,0.70071,2
716,Tarun Sriranga Paparaju,728,36,-692,0.70118,0.70743,2
717,Isamu Yamashita,729,387,-342,0.70118,0.69867,2
718,ragarwal,732,59,-673,0.70117,0.70573,2
719,strnam,733,860,127,0.70116,0.69421,1
720,7200seconds,734,37,-697,0.70115,0.70728,2
721,hanshidalgo,735,385,-350,0.70114,0.69871,1
722,Y.midy,736,380,-356,0.70113,0.69875,2
723,kanaiyuu,737,788,51,0.70113,0.69565,2
724,the importance of being earnest,738,163,-575,0.70113,0.70149,2
725,Igor Popovic,739,318,-421,0.70111,0.69914,2
726,Pangfengzi,740,117,-623,0.70111,0.70257,2
727,bmci,741,392,-349,0.7011,0.69863,2
728,Wai Ting Cheung,742,487,-255,0.70108,0.69752,2
729,Rayadurai__,743,458,-285,0.70107,0.69779,2
730,Firat Gonen,744,786,42,0.70106,0.69571,2
731,gcg0223,745,382,-363,0.70106,0.69874,1
732,Genryu,747,177,-570,0.70105,0.70121,2
733,kagSen,746,142,-604,0.70105,0.70215,2
734,Vladimir Demidov,748,129,-619,0.70103,0.70236,1
735,Steinhafen,749,782,33,0.70102,0.69574,2
736,Yashu Seth,750,826,76,0.70099,0.69487,1
737,kidkarwik,751,812,61,0.70098,0.69521,2
738,dgk1,752,363,-389,0.70094,0.69898,1
739,Anton Lebedevich,753,805,52,0.70093,0.69537,2
740,[ods.ai] Aliaksei Welgum,754,470,-284,0.70092,0.69764,2
741,Mostafa ElAraby,755,698,-57,0.70089,0.69718,2
742,MMMZZZ,756,48,-708,0.70089,0.70637,1
743,Marvin Stinson,757,773,16,0.70086,0.696,1
744,june666,759,701,-58,0.70084,0.69717,1
745,chihyu,758,709,-49,0.70084,0.69712,2
746,Mihajlo T.,760,443,-317,0.70082,0.69803,2
747,Fimochka,761,746,-15,0.70081,0.69652,2
748,Jeffery Chen,762,217,-545,0.70077,0.70031,1
749,Bhargav Upadhyay,763,716,-47,0.70071,0.69702,2
750,Dilapsky Lee,764,110,-654,0.70071,0.70284,2
751,Alexander Makeev,765,187,-578,0.70071,0.70104,2
752,haotang,766,189,-577,0.70069,0.70101,2
753,mksstn,767,956,189,0.70069,0.69127,2
754,dark knight,769,431,-338,0.70067,0.69813,2
755,Bruches Elena,768,910,142,0.70067,0.69279,2
756,sword_pen,770,527,-243,0.70065,0.69731,1
757,Junya Kokami,771,895,124,0.70065,0.69327,2
758,luqixiuzijiayougan,772,840,68,0.70064,0.6947,2
759,MengYe,773,962,189,0.7006,0.69112,2
760,Yanni Papadakis,774,1006,232,0.7006,0.68854,2
761,Muhammad Assagaf,775,315,-460,0.7006,0.69916,2
762,BME,776,316,-460,0.7006,0.69916,2
763,Vancuicide,777,314,-463,0.7006,0.69916,2
764,Alexander Khar,778,317,-461,0.7006,0.69916,1
765,myamamoto555,779,494,-285,0.70059,0.69748,2
766,Miquido,780,841,61,0.70058,0.69468,2
767,DaveRo,781,451,-330,0.70057,0.69792,2
768,Hyun woo kim,782,932,150,0.70056,0.69213,2
769,Kevin Liao,783,367,-416,0.70055,0.69889,2
770,alup,784,529,-255,0.70053,0.69731,2
771,x0x0w1,785,1023,238,0.70052,0.68767,2
772,starter,786,528,-258,0.70052,0.69731,2
773,Do you even generalize?,787,1015,228,0.70052,0.68789,2
774,M.R.M.,788,501,-287,0.70051,0.69743,2
775,Endi Niu,790,426,-364,0.7005,0.69823,2
776,Xiaozhong,789,366,-423,0.7005,0.69895,2
777,struggle,791,381,-410,0.70049,0.69875,2
778,Janos,794,377,-417,0.70049,0.69875,2
779,Zuping Wu,792,983,191,0.70049,0.69004,2
780,幼女戦記,793,376,-417,0.70049,0.69875,2
781,Spencer Kraisler,795,912,117,0.70048,0.69276,1
782,zhangyue,796,9,-787,0.70047,0.71015,2
783,lucky boy,797,772,-25,0.70046,0.69602,2
784,Hamish Dickson,798,267,-531,0.70046,0.69937,2
785,Andrzej Kuro,799,507,-292,0.70045,0.69743,2
786,lixy,800,734,-66,0.70042,0.6967,2
787,Lyalikov Artyom,801,425,-376,0.70041,0.69824,1
788,Kazumi Sakamoto,804,783,-21,0.70038,0.69572,2
789,Misuk Kim,803,785,-18,0.70038,0.69572,2
790,Tadashi Kikuchi,802,784,-18,0.70038,0.69572,2
791,typoed.beholder,805,388,-417,0.70036,0.69866,2
792,naknak,806,1002,196,0.70034,0.6888,2
793,Tatsunaga,807,813,6,0.70033,0.6952,2
794,Legend94rz,809,113,-696,0.70031,0.70272,2
795,舔狗不得house,810,112,-698,0.70031,0.70272,2
796,Peter,811,991,180,0.7003,0.68944,2
797,SF,812,208,-604,0.70029,0.70048,2
798,SRK,815,955,140,0.70026,0.69133,2
799,Andrei Dukhounik,813,353,-460,0.70026,0.69908,2
800,PureMilk,814,800,-14,0.70026,0.69543,2
801,Shreesh,817,827,10,0.70023,0.69487,2
802,Prasad,816,996,180,0.70023,0.68908,2
803,David Luo,818,235,-583,0.7002,0.70011,2
804,Robin Smits,819,453,-366,0.70019,0.69788,2
805,kojimar,820,814,-6,0.70017,0.69517,2
806,veryniceuser,821,776,-45,0.70016,0.69596,2
807,aivanni,822,417,-405,0.70015,0.69834,2
808,guiem,823,890,67,0.70014,0.69332,2
809,SomeAdityaMandal,825,207,-618,0.70013,0.7005,2
810,Anshul Rai,824,877,53,0.70013,0.69386,2
811,jazivxt,826,781,-45,0.70012,0.69575,2
812,pzy,827,379,-448,0.70011,0.69875,2
813,WoaiDing,828,474,-354,0.70007,0.69762,2
814,PaulDe,829,254,-575,0.70007,0.69976,2
815,ravvv,830,84,-746,0.70003,0.70516,2
816,no idea,831,243,-588,0.70002,0.69997,2
817,roadToNLP,832,733,-99,0.70001,0.69671,2
818,肯特岗职业技术学院,833,58,-775,0.69999,0.70573,2
819,toxic,834,482,-352,0.69998,0.69754,2
820,Ceshine Lee,835,499,-336,0.69996,0.69743,2
821,Yogamurti Sutanto,836,263,-573,0.69996,0.69949,1
822,Ivan,837,906,69,0.69995,0.69294,2
823,Yulia Goncharenko,838,842,4,0.69991,0.69467,2
824,SUFE_NLP_CLASS_ZhangQianxiang,839,843,4,0.69991,0.69467,1
825,Zepp,840,758,-82,0.69991,0.69624,2
826,A2029,841,32,-809,0.69991,0.70777,2
827,Mads,842,894,52,0.6999,0.69329,2
828,iwatobi,843,454,-389,0.69987,0.69782,2
829,skyhigh,844,511,-333,0.69986,0.69743,2
830,Zenikaggle,845,970,125,0.69985,0.69052,2
831,matthewrl,846,873,27,0.69983,0.69391,1
832,Ava,847,810,-37,0.6998,0.69527,1
833,Viacheslav,848,904,56,0.69979,0.69302,2
834,shakyo,850,495,-355,0.69976,0.69747,2
835,YouHan Lee,851,465,-386,0.69965,0.6977,1
836,Hiroshi Nagano,852,818,-34,0.69965,0.69505,2
837,Gangoguy,853,483,-370,0.69962,0.69754,1
838,George Kudryavtsev,854,945,91,0.69959,0.69164,2
839,Fredrik Jonsson,857,789,-68,0.69958,0.69562,2
840,Chatty,858,485,-373,0.69958,0.69752,2
841,XiaoYu,856,791,-65,0.69958,0.69556,2
842,Anti Novartis,855,792,-63,0.69958,0.69556,2
843,saigonapps,859,980,121,0.69955,0.69015,2
844,George Oblapenko,860,907,47,0.69953,0.69288,1
845,Seongyoon Kim,861,835,-26,0.69951,0.69479,1
846,studiocardo,862,936,74,0.69951,0.69208,2
847,justroy,863,464,-399,0.69951,0.69771,2
848,Guang Yang,864,692,-172,0.69951,0.69725,2
849,Toofan,865,969,104,0.69947,0.69052,1
850,文体两开花,866,448,-418,0.69947,0.69797,1
851,koukyo,867,795,-72,0.69946,0.69554,1
852,Sam_,868,806,-62,0.6994,0.69535,2
853,labh111349,869,887,18,0.69939,0.69338,1
854,harman_deep,870,968,98,0.69937,0.69052,2
855,JMExpert,871,832,-39,0.69937,0.69483,2
856,Jiazhen Xi,872,896,24,0.69937,0.69327,1
857,redshellspy,873,690,-183,0.69935,0.69729,2
858,r17tem,874,976,102,0.6993,0.69043,1
859,Rui Wang,875,977,102,0.69928,0.6902,2
860,lazy kagglers,876,1040,164,0.69927,0.68594,2
861,Ben Li,878,903,25,0.69924,0.69309,2
862,SimonW,877,1026,149,0.69924,0.68759,2
863,rocuku,879,833,-46,0.69922,0.69482,2
864,Sergey K.,880,966,86,0.69917,0.69074,2
865,cchyun,881,100,-781,0.69917,0.70358,2
866,Abdur Rafae,882,986,104,0.69916,0.68959,2
867,대회참여 4일차,883,135,-748,0.69913,0.70216,2
868,rejasupotaro,884,919,35,0.69911,0.69251,2
869,student,885,368,-517,0.6991,0.69888,2
870,Radu Stoicescu,886,31,-855,0.69907,0.70777,1
871,Baptiste Chatrain,887,764,-123,0.699,0.69611,1
872,Kirill Blinov,889,868,-21,0.69897,0.69401,2
873,Alvaro Arcos,888,934,46,0.69897,0.6921,2
874,Pan Tofelek,890,851,-39,0.69896,0.69439,2
875,lli,891,816,-75,0.69894,0.6951,2
876,Appian,892,943,51,0.69888,0.69179,2
877,Ankur Tomar,893,770,-123,0.69884,0.69603,2
878,takuoko,894,946,52,0.69883,0.6916,2
879,szkst,895,859,-36,0.69882,0.69424,1
880,Pavel Peskov,896,997,101,0.69882,0.68903,2
881,Ivan Bondarenko,897,987,90,0.69881,0.68957,2
882,bucchi8,899,439,-460,0.69873,0.69808,2
883,hishiwyx,898,880,-18,0.69873,0.69372,1
884,iskywalker,900,972,72,0.69871,0.6905,2
885,Anisotropic,901,876,-25,0.6987,0.69386,2
886,JieWu,902,892,-10,0.69869,0.69331,2
887,Jean-Marc,903,967,64,0.69869,0.69073,2
888,ywleung,904,1011,107,0.69867,0.68809,1
889,Alexander Abstreiter,905,881,-24,0.69865,0.69366,2
890,FatmaFatma,906,942,36,0.69864,0.69184,2
891,C&PNN,907,165,-742,0.69861,0.70144,1
892,Vlad Krylov,908,118,-790,0.69856,0.70256,2
893,1010,909,802,-107,0.69853,0.6954,2
894,Fred Ma,910,830,-80,0.6985,0.69486,2
895,afla_goose [ods.ai],911,995,84,0.69848,0.68912,2
896,kana,912,700,-212,0.69847,0.69718,2
897,Zhiyue Wang,913,944,31,0.69847,0.69171,1
898,PO LI,914,34,-880,0.69846,0.70755,2
899,little_snail,915,1025,110,0.69844,0.68763,2
900,Kerem Turgutlu,916,939,23,0.69843,0.69204,1
901,Yui Kasuga,917,834,-83,0.69843,0.6948,2
902,Mike Pearmain,918,959,41,0.69842,0.6912,1
903,Daniel Sánchez Santolaya,919,915,-4,0.69841,0.69272,2
904,bobson,920,948,28,0.69837,0.69157,2
905,shook up,921,858,-63,0.69827,0.69425,2
906,ML + KI,922,963,41,0.69825,0.6911,2
907,lemonwaffle,923,950,27,0.69824,0.69152,2
908,Trevi,924,979,55,0.69824,0.69015,1
909,Andriy Yaroshevskiy,925,838,-87,0.69819,0.69471,2
910,Wis Kojohnjaratkul,926,713,-213,0.69819,0.69705,1
911,Neural Inciters,927,22,-905,0.69814,0.70886,2
912,nateraw,928,728,-200,0.69813,0.69682,1
913,FabrizioFedericoni,929,223,-706,0.6981,0.70027,2
914,Yu,930,491,-439,0.69809,0.69749,2
915,Piyush Singh,931,951,20,0.69809,0.69151,2
916,LeftMyCapeAtHome,933,937,4,0.69808,0.69207,2
917,Antonio Menta,932,1003,71,0.69808,0.68863,1
918,Elisey Gusev,934,978,44,0.69806,0.69015,2
919,Antoine Reveillon,935,886,-49,0.69801,0.69344,2
920,TheFOX,936,999,63,0.69797,0.68895,2
921,William Cho,938,909,-29,0.69791,0.69284,1
922,Joe Eddy,939,931,-8,0.6979,0.69216,2
923,cmanning,940,736,-204,0.69789,0.69663,2
924,cantread,941,960,19,0.69784,0.69115,2
925,shinsuke,942,975,33,0.69783,0.69045,1
926,Jay Chow,947,506,-441,0.69782,0.69743,2
927,hist0613,950,508,-442,0.69782,0.69743,2
928,corner200,949,513,-436,0.69782,0.69743,2
929,monty ponty,948,502,-446,0.69782,0.69743,2
930,JohnJayChou,943,824,-119,0.69782,0.69489,2
931,Andrew,946,503,-443,0.69782,0.69743,2
932,silverstone,945,498,-447,0.69782,0.69743,2
933,yuming,944,893,-51,0.69782,0.6933,1
934,BrickMover_Kami,951,989,38,0.69779,0.68956,1
935,oalenkin,952,447,-505,0.69777,0.69797,1
936,Ensias2019,953,889,-64,0.69777,0.69336,1
937,janetx,954,930,-24,0.69773,0.69218,2
938,Hien To,955,888,-67,0.6977,0.69338,2
939,†WUIAS†,956,926,-30,0.69767,0.69233,2
940,Per Lindström,957,927,-30,0.69767,0.69233,2
941,Hsankesara,958,922,-36,0.69767,0.69233,2
942,Alfonso,959,924,-35,0.69767,0.69233,1
943,MikhailShumikhin,960,925,-35,0.69767,0.69233,1
944,CJY_SHUFE,962,923,-39,0.69767,0.69233,1
945,jieru zhang,963,857,-106,0.69765,0.69425,1
946,BB,964,871,-93,0.69764,0.69393,2
947,Pan Wang,966,964,-2,0.69763,0.69104,1
948,andrekos,965,855,-110,0.69763,0.69429,2
949,Paradox,967,1024,57,0.69753,0.68766,1
950,Michael Diskin,968,900,-68,0.6975,0.69316,1
951,Heng,969,929,-40,0.69748,0.69225,1
952,Gennady Laptev,970,817,-153,0.69745,0.6951,2
953,Jzmomo,971,1001,30,0.69743,0.68884,1
954,Dilyara,972,1004,32,0.69738,0.68862,2
955,Daniel Correia,973,947,-26,0.69738,0.69158,2
956,Zack,974,191,-783,0.69732,0.70099,1
957,jdi,975,957,-18,0.6973,0.69124,1
958,Michael Kazachok,976,1037,61,0.69723,0.68685,2
959,Саша,977,901,-76,0.69714,0.69312,2
960,Vishwa Dadhania,978,821,-157,0.69714,0.69495,1
961,LawsonChen,979,468,-511,0.6971,0.69768,2
962,Vladimir Artus,980,1038,58,0.69705,0.68644,2
963,Mark & Chris,981,753,-228,0.69704,0.69632,2
964,Thanusan,982,1034,52,0.69703,0.68698,2
965,Edoardo Ferrante,983,961,-22,0.697,0.69112,2
966,Vladislav Tretyak,984,1019,35,0.6969,0.68774,2
967,arth,985,971,-14,0.69687,0.69051,2
968,dexter6855,986,988,2,0.69681,0.68957,2
969,dipdeep,987,993,6,0.69679,0.68927,2
970,DavidS,988,1009,21,0.69676,0.6881,1
971,tiwasa,989,985,-4,0.69668,0.68999,1
972,Oumuamua,990,1046,56,0.69667,0.68543,2
973,Denzo,991,935,-56,0.69664,0.69208,2
974,Pavel Blinov,992,990,-2,0.69664,0.68949,2
975,Shahram Mohrehkesh,993,933,-60,0.69663,0.69213,2
976,lizzzi1,994,982,-12,0.6966,0.69011,2
977,vonneumann,995,981,-14,0.69657,0.69012,2
978,kalyan reddy,996,689,-307,0.69654,0.69729,1
979,Weimin Wang,997,1029,32,0.69648,0.68742,2
980,anttip,998,1008,10,0.69647,0.68821,1
981,SUFE_NLP_CLASS_ZWB,999,914,-85,0.69644,0.69273,1
982,Oleg Panichev,1000,879,-121,0.69642,0.69381,2
983,Andrey Mitrofanov,1001,1007,6,0.6964,0.68843,2
984,jayjay,1002,992,-10,0.69635,0.68931,2
985,Yutaka Sawai,1003,1060,57,0.69626,0.68342,2
986,JahanAjani,1004,954,-50,0.69619,0.69149,2
987,ThomasK,1005,994,-11,0.69615,0.68923,2
988,João Duro,1006,1052,46,0.69612,0.68497,2
989,Louis T.,1007,1041,34,0.69612,0.68582,2
990,amansohane,1008,920,-88,0.69611,0.69239,1
991,Abdul Hannan,1009,998,-11,0.6961,0.68896,2
992,Yimin Nie,1010,952,-58,0.69606,0.6915,2
993,Nitipon056,1011,1033,22,0.69606,0.68707,1
994,reem,1012,1043,31,0.69596,0.68565,2
995,Team Tsüri,1013,953,-60,0.69592,0.69149,2
996,Hala Kuwatly,1014,928,-86,0.69586,0.69232,2
997,AllMight,1015,1005,-10,0.69572,0.68856,2
998,What is GLOVE? [ods.ai],1016,1032,16,0.69571,0.68728,1
999,DapengWang,1017,902,-115,0.6957,0.6931,2
1000,AlexanderPozharskii,1018,1035,17,0.69565,0.68698,2
1001,Pavel Govoruha,1019,973,-46,0.6956,0.69048,2
