,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
446,hoxosh,454,892,438,0.6178899999999999,0.6454,3.0
447,Atanas Atanasov,453,127,-326,0.6178899999999999,0.7098800000000001,14.0
448,SSR,457,86,-371,0.6177600000000001,0.7168,21.0
449,copasta,458,283,-175,0.6177600000000001,0.69949,15.0
450,Dmitriy Umerenkov,459,1062,603,0.61774,0.52782,2.0
451,AdamWybierala,460,830,370,0.61761,0.65873,1.0
452,minerva,461,753,292,0.61761,0.67062,18.0
453,Andrey Ostapets,462,689,227,0.61761,0.6795100000000001,6.0
454,NaveenReddy,463,629,166,0.61755,0.6865399999999999,4.0
455,2jungi,464,760,296,0.61755,0.67011,5.0
456,tacrew,465,552,87,0.61732,0.6942,17.0
457,DeepLenin,466,458,-8,0.61726,0.69434,14.0
458,Antonio Marin,467,421,-46,0.61725,0.69434,26.0
459,C CHEN,468,117,-351,0.61725,0.71235,85.0
460,brain-to-go,469,596,127,0.61722,0.6893,2.0
461,Amit Kumar Jaiswal,470,608,138,0.61722,0.68852,2.0
462,Manoj,471,442,-29,0.6167,0.69434,2.0
463,ก็มาดิค้าบ,472,145,-327,0.6167,0.70718,63.0
464,James Trotman,473,574,101,0.6167,0.69203,2.0
465,Tverdov Konstantin,474,276,-198,0.6167,0.6996399999999999,4.0
466,John Snow,475,175,-300,0.61657,0.70455,13.0
467,Soslan Tabuev,479,642,163,0.61651,0.6845,5.0
468,binbin,478,566,88,0.61651,0.6925100000000001,42.0
469,ATC,477,652,175,0.61651,0.68407,3.0
470,Oleg Yaroshevskyy,476,227,-249,0.61651,0.70057,19.0
471,MM TJ,480,580,100,0.61643,0.6916,18.0
472,SoftGear,481,157,-324,0.61636,0.7065,9.0
473,Moro,482,64,-418,0.61626,0.7198899999999999,31.0
474,xiechuangliang,483,772,289,0.61624,0.66879,15.0
475,Pavel Petrochenko,484,610,126,0.61619,0.68813,24.0
476,mab27,485,1054,569,0.6161399999999999,0.53566,42.0
477,StewartRobertson,486,1056,570,0.6161,0.53356,8.0
478,Weigao Sun,487,640,153,0.61598,0.68495,1.0
479,Licheng Zhang,488,487,-1,0.61598,0.69434,5.0
480,Yurii,490,486,-4,0.6159399999999999,0.69434,32.0
481,Andrei Kazialetski,489,1013,524,0.6159399999999999,0.57552,2.0
482,hakubishin,491,333,-158,0.61592,0.6948300000000001,96.0
483,zyl625,492,675,183,0.6158100000000001,0.68148,44.0
484,Magichan,493,110,-383,0.61561,0.7138399999999999,44.0
485,Arunkumar V Ramanan,494,185,-309,0.6156,0.7035100000000001,29.0
486,Pooh,495,985,490,0.61553,0.59502,2.0
487,pakl,496,139,-357,0.61546,0.7095,8.0
488,kambarakun,497,665,168,0.61534,0.68192,1.0
489,Zhenlin Liu,498,944,446,0.61534,0.6248100000000001,3.0
490,insolfrac,500,514,14,0.61522,0.69434,5.0
491,eye.engine,499,312,-187,0.61522,0.6964100000000001,34.0
492,Philippe Lonjoux,501,162,-339,0.61512,0.70621,22.0
493,Electric Light Orchestra,502,13,-489,0.61512,0.7618199999999999,132.0
494,Dromosys,503,253,-250,0.6150399999999999,0.6996399999999999,3.0
495,ThAIKeras Team,504,34,-470,0.6150399999999999,0.7350399999999999,56.0
496,Gary DF,505,73,-432,0.61495,0.71773,1.0
497,Anatoly Khomenko,507,805,298,0.6148,0.6626,3.0
498,vharish23,508,885,377,0.6148,0.64736,1.0
499,Jason Huang,509,125,-384,0.61478,0.7098800000000001,46.0
500,Nikita Luzan,510,376,-134,0.61475,0.69434,10.0
501,Vladimir Demidov,511,80,-431,0.61447,0.7173,32.0
502,WilhelmWedernikow,512,758,246,0.61444,0.6701199999999999,2.0
503,Harish Vutukuri,513,183,-330,0.61444,0.7037800000000001,16.0
504,Andy Yu,514,97,-417,0.61444,0.71467,39.0
505,takeishikoki,515,599,84,0.61439,0.68929,13.0
506,mtodisco10,516,664,148,0.61439,0.6821,1.0
507,Vikas Malhotra,517,635,118,0.61439,0.6857,5.0
508,MPWARE & Alex & Tom,518,15,-503,0.61439,0.7588,184.0
509,anburiyan,519,859,340,0.61439,0.65313,2.0
510,wleaon,520,593,73,0.6141800000000001,0.6893,11.0
511,Bernhard,521,1002,481,0.6141399999999999,0.58637,16.0
512,horohoro,522,166,-356,0.61412,0.70518,24.0
513,Andrii Kruchko,523,609,86,0.614,0.6883699999999999,12.0
514,Insaf Ashrapov,524,72,-452,0.614,0.71773,3.0
515,mrkmakr,525,589,64,0.614,0.6895399999999999,13.0
516,daxiaoduoshao,526,1009,483,0.6139100000000001,0.5797399999999999,2.0
517,Zhaowen Xu,527,303,-224,0.6139100000000001,0.69768,27.0
518,AbhilashVJ,528,843,315,0.61379,0.65589,4.0
519,marudewakaran.ai,529,411,-118,0.61379,0.69434,20.0
520,Josiah Tan,530,792,262,0.61379,0.66619,2.0
521,ai-memoria,531,571,40,0.61379,0.69203,20.0
522,JasonM,532,575,43,0.61379,0.69179,29.0
523,il_buono,533,214,-319,0.61374,0.70057,10.0
524,charliec,534,622,88,0.61364,0.68721,2.0
525,RajatAgarwal,535,358,-177,0.61361,0.69434,9.0
526,Serge,536,137,-399,0.61347,0.7095600000000001,44.0
527,3 faces,537,550,13,0.61343,0.69434,45.0
528,GuiK,538,770,232,0.61339,0.66881,1.0
529,Donggeun Kim,539,328,-211,0.61326,0.6948300000000001,15.0
530,Isao Sugawara,540,865,325,0.61322,0.65158,2.0
531,Phat Hoang,541,643,102,0.61312,0.6843600000000001,3.0
532,Taewoo Ahn,542,774,232,0.61303,0.6684399999999999,48.0
533,SF,543,169,-374,0.61285,0.70455,34.0
534,duzeng,544,709,165,0.61285,0.67709,4.0
535,Toru Ito,545,170,-375,0.61285,0.70455,18.0
536,Sreyan Ghosh,546,365,-181,0.61268,0.69434,5.0
537,[ods.ai] ml2sin,547,477,-70,0.61268,0.69434,48.0
538,Hemang Joshi,548,595,47,0.61255,0.6893,3.0
539,Decalogue,549,584,35,0.61244,0.6904399999999999,1.0
540,Allan Chen,550,22,-528,0.61244,0.7541,8.0
541,Tibbers,551,57,-494,0.61241,0.72216,12.0
542,TaeJin Kim,555,707,152,0.61234,0.67728,9.0
543,sinhaujj,556,744,188,0.61234,0.67209,8.0
544,mktoid,552,326,-226,0.61234,0.6948300000000001,13.0
545,krasin,554,300,-254,0.61234,0.69768,11.0
546,mlstat,553,866,313,0.61234,0.6513399999999999,1.0
547,Chirag,557,317,-240,0.6122,0.69605,21.0
548,Rohit Rangwani,558,309,-249,0.61203,0.69691,17.0
549,JaimeF,559,506,-53,0.612,0.69434,38.0
550,God Particles,560,81,-479,0.61195,0.71707,19.0
551,hayacjp,561,800,239,0.61195,0.66392,3.0
552,kmekar,562,1122,560,0.61178,0.45321999999999996,4.0
553,siddharth,563,923,360,0.61177,0.63203,2.0
554,ifjesus,564,884,320,0.6117,0.6474,6.0
555,interneuron,565,512,-53,0.6117,0.69434,17.0
556,Steam -50%,566,58,-508,0.6116699999999999,0.72216,30.0
557,Rihad Variawa,569,773,204,0.61166,0.66879,3.0
558,Fredrik Jonsson,568,174,-394,0.61166,0.70455,45.0
559,Rzeznik,567,578,11,0.61166,0.6916,9.0
560,William Todo,570,71,-499,0.61164,0.71796,50.0
561,outrunner,571,899,328,0.61151,0.64359,16.0
562,A^b,572,671,99,0.61138,0.68156,14.0
563,Bang Nguyen,573,869,296,0.61134,0.6511600000000001,4.0
564,Anoop,574,282,-292,0.61134,0.69955,28.0
565,EG,575,555,-20,0.61133,0.69352,36.0
566,Dekhi_Ki_Hoi,576,451,-125,0.61133,0.69434,4.0
567,Vitalii Minaev,577,336,-241,0.61133,0.69472,2.0
568,Mr Nik,578,796,218,0.61111,0.66518,4.0
569,timeray,582,966,384,0.611,0.60974,9.0
570,Minix193,585,824,239,0.611,0.65915,20.0
571,nonaryr,583,626,43,0.611,0.68721,42.0
572,Maxim Vlasenko,584,579,-5,0.611,0.6916,19.0
573,Tadashi Kikuchi,581,322,-259,0.611,0.6957,28.0
574,n_knuu,580,256,-324,0.611,0.6996399999999999,25.0
575,Epochs of Fury,579,621,42,0.611,0.68721,26.0
576,Athar Sayed,586,732,146,0.6108399999999999,0.67376,4.0
577,JPishikawa,587,259,-328,0.6108399999999999,0.6996399999999999,38.0
578,Mohammed,588,56,-532,0.61068,0.7228100000000001,20.0
579,Krishna Prasad,589,215,-374,0.61068,0.70057,3.0
580,Alvaro,592,702,110,0.6106,0.67783,38.0
581,Isamu Yamashita,593,311,-282,0.6106,0.69655,24.0
582,dv,591,714,123,0.6106,0.67647,2.0
583,DUBOO,590,428,-162,0.6106,0.69434,10.0
584,spiralis,594,964,370,0.61057,0.61246,2.0
585,eric liu,595,661,66,0.61044,0.68247,5.0
586,Ahmet Taspinar,597,1165,568,0.61011,0.3669,4.0
587,LMSC,598,433,-165,0.61005,0.69434,4.0
588,yuki,599,508,-91,0.61005,0.69434,5.0
589,[ods.ai] Bleklov Dmitry,600,946,346,0.60987,0.6241300000000001,2.0
590,WenhangBao,601,860,259,0.6098100000000001,0.65292,6.0
591,Wenjie,602,135,-467,0.60974,0.7095600000000001,10.0
592,konrad,603,288,-315,0.60974,0.69949,64.0
593,Burak M. Gonultas,604,747,143,0.6096699999999999,0.67175,4.0
594,abeT,605,879,274,0.60955,0.6481399999999999,2.0
595,Migs Rocha,735,397,-338,0.60944,0.69434,19.0
596,Rizialdi,716,425,-291,0.60944,0.69434,2.0
597,JohnJayChou,718,536,-182,0.60944,0.69434,12.0
598,Marek Bruno,719,65,-654,0.60944,0.71987,131.0
599,ssssyykk,720,390,-330,0.60944,0.69434,2.0
600,highpower,721,493,-228,0.60944,0.69434,1.0
601,pongba,722,371,-351,0.60944,0.69434,1.0
602,Amane Suzuki,723,347,-376,0.60944,0.69434,8.0
603,k_sato,724,500,-224,0.60944,0.69434,7.0
604,hiromu,725,495,-230,0.60944,0.69434,1.0
605,ivydataCool,692,510,-182,0.60944,0.69434,1.0
606,test,727,516,-211,0.60944,0.69434,1.0
607,toshiki,728,427,-301,0.60944,0.69434,1.0
608,Agrwhy,729,431,-298,0.60944,0.69434,1.0
609,Eitaro Yamatsuta,730,462,-268,0.60944,0.69434,2.0
610,Ji,731,467,-264,0.60944,0.69434,1.0
611,mahdi,732,429,-303,0.60944,0.69434,4.0
612,dan musetoiu,733,525,-208,0.60944,0.69434,11.0
613,Scottfree,734,364,-370,0.60944,0.69434,26.0
614,Igor Popovic,717,177,-540,0.60944,0.70455,26.0
615,Akash Sebastian,703,437,-266,0.60944,0.69434,1.0
616,MightyBird,715,439,-276,0.60944,0.69434,29.0
617,SAURAV SUMAN,702,345,-357,0.60944,0.69434,1.0
618,BhaveshPatidar,694,381,-313,0.60944,0.69434,1.0
619,Vladimir Sokhatskyi,695,412,-283,0.60944,0.69434,1.0
620,Pondel,696,370,-326,0.60944,0.69434,3.0
621,Niranjan Nakkala,697,383,-314,0.60944,0.69434,6.0
622,Igor Kotenkov,698,527,-171,0.60944,0.69434,1.0
623,Anton Chikin,699,423,-276,0.60944,0.69434,2.0
624,Alpha_M&M,700,357,-343,0.60944,0.69434,3.0
625,IsaacC,701,505,-196,0.60944,0.69434,4.0
626,Denys Zaluzhnyi,737,449,-288,0.60944,0.69434,2.0
627,HParag,714,460,-254,0.60944,0.69434,1.0
628,Daniela J,704,468,-236,0.60944,0.69434,1.0
629,Salman Javed,705,343,-362,0.60944,0.69434,1.0
630,chouiyakhe,706,455,-251,0.60944,0.69434,1.0
631,Van de Rakt,708,417,-291,0.60944,0.69434,2.0
632,Heitor Guimarães,710,480,-230,0.60944,0.69434,3.0
633,detect faults,711,472,-239,0.60944,0.69434,1.0
634,DSEverything,712,522,-190,0.60944,0.69434,12.0
635,Sowmiyan,713,355,-358,0.60944,0.69434,7.0
636,elenagilbert,736,532,-204,0.60944,0.69434,15.0
637,Renat Sembaev,780,424,-356,0.60944,0.69434,1.0
638,odddd,738,384,-354,0.60944,0.69434,1.0
639,MarceloFernandez,771,395,-376,0.60944,0.69434,25.0
640,Kumar_gupta,763,445,-318,0.60944,0.69434,4.0
641,A G,764,490,-274,0.60944,0.69434,1.0
642,Tom57,765,377,-388,0.60944,0.69434,11.0
643,Terence Gao,766,518,-248,0.60944,0.69434,1.0
644,hamelg,767,475,-292,0.60944,0.69434,1.0
645,abcxyz,768,410,-358,0.60944,0.69434,3.0
646,A Kaggle of Keese 123,769,482,-287,0.60944,0.69434,3.0
647,monty ponty,770,414,-356,0.60944,0.69434,1.0
648,nvnn,772,388,-384,0.60944,0.69434,14.0
649,Lei Shen,761,474,-287,0.60944,0.69434,3.0
650,Obel,773,389,-384,0.60944,0.69434,2.0
651,Pisarev Ivan,774,369,-405,0.60944,0.69434,1.0
652,kaggle warriors,775,82,-693,0.60944,0.71707,16.0
653,minemine,776,420,-356,0.60944,0.69434,1.0
654,Menbos,777,406,-371,0.60944,0.69434,1.0
655,Vincenzo Lavorini,778,404,-374,0.60944,0.69434,14.0
656,jon.bill,779,528,-251,0.60944,0.69434,1.0
657,yuting Chen,781,484,-297,0.60944,0.69434,3.0
658,bharatbgarg4,762,382,-380,0.60944,0.69434,3.0
659,Mayhem Managers,760,403,-357,0.60944,0.69434,2.0
660,TheChief,739,564,-175,0.60944,0.69265,1.0
661,most_better(zf),749,401,-348,0.60944,0.69434,11.0
662,zakopuro,740,464,-276,0.60944,0.69434,1.0
663,Alex & MMA,742,380,-362,0.60944,0.69434,2.0
664,Savan Morya,743,346,-397,0.60944,0.69434,1.0
665,Zhang Pan,744,481,-263,0.60944,0.69434,1.0
666,Seungjun (Josh) Kim,745,221,-524,0.60944,0.70057,3.0
667,AdamGatnar,746,436,-310,0.60944,0.69434,1.0
668,Rishabh,747,77,-670,0.60944,0.71773,1.0
669,Sergey Enikeev,748,352,-396,0.60944,0.69434,3.0
670,gully_boyz,750,483,-267,0.60944,0.69434,1.0
671,Yuren Zhang,759,489,-270,0.60944,0.69434,2.0
672,TeraFlops,751,519,-232,0.60944,0.69434,2.0
673,aantonov,752,405,-347,0.60944,0.69434,2.0
674,ey4172,753,542,-211,0.60944,0.69434,2.0
675,Funskie,754,450,-304,0.60944,0.69434,6.0
676,jenghung,755,498,-257,0.60944,0.69434,3.0
677,Jirka Vrany,756,535,-221,0.60944,0.69434,1.0
678,Joe Farrington,757,537,-220,0.60944,0.69434,5.0
679,Dmitry Kozlov,758,469,-289,0.60944,0.69434,4.0
680,Manual Hydraulic Greeks,693,330,-363,0.60944,0.6948300000000001,17.0
681,!?,726,504,-222,0.60944,0.69434,1.0
682,romeo1two,691,356,-335,0.60944,0.69434,1.0
683,vasuren,636,418,-218,0.60944,0.69434,2.0
684,StephenWang,628,360,-268,0.60944,0.69434,3.0
685,Ayman Khalafallah,629,520,-109,0.60944,0.69434,2.0
686,Sanjay Kumar,630,344,-286,0.60944,0.69434,1.0
687,Ding Zhou,631,471,-160,0.60944,0.69434,1.0
688,Data Craze,632,546,-86,0.60944,0.69434,3.0
689,Backfill Boy,633,375,-258,0.60944,0.69434,2.0
690,Sujeeth S,634,368,-266,0.60944,0.69434,1.0
691,oimo,635,232,-403,0.60944,0.70057,6.0
692,Sebastian Moguilner,637,75,-562,0.60944,0.71773,9.0
693,Shiva Gupta,626,526,-100,0.60944,0.69434,3.0
694,Gokul ~ கோகுல்,638,459,-179,0.60944,0.69434,1.0
695,NZ0722,639,216,-423,0.60944,0.70057,6.0
696,佩奇,640,513,-127,0.60944,0.69434,1.0
697,Subhabrata Tripathy,641,359,-282,0.60944,0.69434,2.0
698,First Time Solo Queue,642,485,-157,0.60944,0.69434,1.0
699,Big Fish Corp,643,379,-264,0.60944,0.69434,24.0
700,I_4_an_I,644,237,-407,0.60944,0.70057,4.0
701,nao,645,378,-267,0.60944,0.69434,3.0
702,Nithinthakur,627,386,-241,0.60944,0.69434,10.0
703,statpie,625,361,-264,0.60944,0.69434,1.0
704,Ruslan Baikulov,647,339,-308,0.60944,0.69434,8.0
705,SALAM MOAMED JEDIDI,614,342,-272,0.60944,0.69434,3.0
706,Karl Hornlund,606,511,-95,0.60944,0.69434,3.0
707,MrBC,607,517,-90,0.60944,0.69434,1.0
708,cs,608,228,-380,0.60944,0.70057,6.0
709,LinGUO,609,502,-107,0.60944,0.69434,1.0
710,Ghezae Fisseha,610,456,-154,0.60944,0.69434,4.0
711,Huiyuan Xiong,611,466,-145,0.60944,0.69434,1.0
712,Eric Wu,612,544,-68,0.60944,0.69434,3.0
713,Pranav Pandya,613,372,-241,0.60944,0.69434,3.0
714,Going deeper,615,457,-158,0.60944,0.69434,11.0
715,enibriu,624,543,-81,0.60944,0.69434,1.0
716,Mohamed Asarudheen,616,435,-181,0.60944,0.69434,2.0
717,Souichi,617,363,-254,0.60944,0.69434,1.0
718,kueokiri,618,454,-164,0.60944,0.69434,1.0
719,Sabarish K,619,341,-278,0.60944,0.69434,1.0
720,Team Diaby,620,240,-380,0.60944,0.70057,8.0
721,zhaoyun0071,621,496,-125,0.60944,0.69434,10.0
722,Frank Puk,622,463,-159,0.60944,0.69434,3.0
723,crazyhatter,623,531,-92,0.60944,0.69434,9.0
724,David Unknown,646,501,-145,0.60944,0.69434,1.0
725,sharthZ#23,690,353,-337,0.60944,0.69434,5.0
726,Blonde,648,198,-450,0.60944,0.70198,29.0
727,Damon,680,538,-142,0.60944,0.69434,4.0
728,tarunh9,671,521,-150,0.60944,0.69434,2.0
729,Kirill Simakov,673,488,-185,0.60944,0.69434,1.0
730,DAndres,674,545,-129,0.60944,0.69434,3.0
731,Gabriel Preda,675,492,-183,0.60944,0.69434,2.0
732,U023,676,234,-442,0.60944,0.70057,12.0
733,Ragnie,677,391,-286,0.60944,0.69434,5.0
734,RakhmatullinSergei,678,217,-461,0.60944,0.70057,5.0
735,Fred Navruzov,679,461,-218,0.60944,0.69434,3.0
736,David.,681,494,-187,0.60944,0.69434,1.0
737,Edmon,669,499,-170,0.60944,0.69434,2.0
738,A&M,682,478,-204,0.60944,0.69434,4.0
739,LiwuXu,683,212,-471,0.60944,0.70057,8.0
740,Rob Wishart,684,419,-265,0.60944,0.69434,1.0
741,keihamada,685,551,-134,0.60944,0.69434,3.0
742,Lying with Statistics,686,396,-290,0.60944,0.69434,19.0
743,whamp,687,432,-255,0.60944,0.69434,10.0
744,kwigan,688,453,-235,0.60944,0.69434,6.0
745,Yaroslav,689,315,-374,0.60944,0.69621,3.0
746,BalajiVenkateswaran,670,366,-304,0.60944,0.69434,4.0
747,Zakaria Ennahhal,672,235,-437,0.60944,0.70057,15.0
748,Leigh,668,497,-171,0.60944,0.69434,3.0
749,jazivxt,658,515,-143,0.60944,0.69434,10.0
750,Vladimir Larin,650,415,-235,0.60944,0.69434,7.0
751,digimagi,651,314,-337,0.60944,0.69621,2.0
752,Mohamed Abbas,652,434,-218,0.60944,0.69434,1.0
753,Vikas Pandey,653,430,-223,0.60944,0.69434,1.0
754,Lawrence Chernin,654,447,-207,0.60944,0.69434,2.0
755,Virksaab,655,440,-215,0.60944,0.69434,25.0
756,senkin13,667,348,-319,0.60944,0.69434,3.0
757,RustyB,657,340,-317,0.60944,0.69434,10.0
758,Eric Hamers,656,539,-117,0.60944,0.69434,1.0
759,James Dietle,659,548,-111,0.60944,0.69434,8.0
760,Anatolii Kuzmin,660,39,-621,0.60944,0.7319,36.0
761,Flavien Gelineau,661,479,-182,0.60944,0.69434,1.0
762,Lavanya K,662,448,-214,0.60944,0.69434,1.0
763,wenchao,663,407,-256,0.60944,0.69434,1.0
764,Alexander Popov,664,524,-140,0.60944,0.69434,35.0
765,ashukumar27,665,540,-125,0.60944,0.69434,1.0
766,Alfiia Akhatova,666,394,-272,0.60944,0.69434,2.0
767,Andrey Vykhodtsev,649,351,-298,0.60944,0.69434,2.0
768,Kim,782,241,-541,0.60929,0.70057,48.0
769,starter,783,862,79,0.6092,0.65213,2.0
770,arshoon,784,109,-675,0.6092,0.71394,74.0
771,tetsuya oba,785,679,-106,0.60915,0.68088,23.0
772,PaulSave,786,623,-163,0.60915,0.68721,22.0
773,Benzamin,787,616,-171,0.60915,0.6876399999999999,2.0
774,Haobo Xu,789,129,-660,0.6088600000000001,0.7095600000000001,20.0
775,Levm,788,191,-597,0.6088600000000001,0.70238,18.0
776,Welinder,790,576,-214,0.6087100000000001,0.69177,8.0
777,wenxiaobing,791,409,-382,0.6087100000000001,0.69434,8.0
778,kotwind,792,465,-327,0.6087100000000001,0.69434,4.0
779,Yui chan,793,541,-252,0.6087100000000001,0.69434,15.0
780,kubilai,794,708,-86,0.60858,0.67728,13.0
781,Pablo,795,680,-115,0.60844,0.68085,11.0
782,T768767,796,1182,386,0.60833,0.32424000000000003,5.0
783,theta,797,558,-239,0.60829,0.69306,1.0
784,Marios | SRK,798,307,-491,0.60828,0.69696,30.0
785,Phoenix,800,444,-356,0.6082,0.69434,22.0
786,"Paul Nussbaum, PhD",799,446,-353,0.6082,0.69434,66.0
787,Andriy Yaroshevskiy,801,690,-111,0.60817,0.67935,12.0
788,Sergey Bryansky,802,223,-579,0.60817,0.70057,15.0
789,Arun,803,123,-680,0.60817,0.71137,5.0
790,Anna Novikova,804,208,-596,0.60817,0.70116,25.0
791,mykyta,805,229,-576,0.60817,0.70057,4.0
792,Bibin Paul,806,236,-570,0.60817,0.70057,6.0
793,[Socar] Shall we play kaggle?,807,239,-568,0.60817,0.70057,3.0
794,[ods.ai] Leather Bag,808,238,-570,0.60817,0.70057,9.0
795,Antoine Gruet,809,426,-383,0.60817,0.69434,21.0
796,Pascal Nagel,810,919,109,0.60815,0.63598,2.0
797,Neeraj Yadav,811,925,114,0.60806,0.63198,1.0
798,Andrew Lukyanenko,812,926,114,0.60806,0.63198,1.0
799,konan varvar,813,802,-11,0.60806,0.66303,2.0
800,Vladimir Osin,814,927,113,0.60806,0.63198,3.0
801,Dinesh manivannan,815,733,-82,0.60806,0.67357,8.0
802,usk,816,1043,227,0.6079399999999999,0.54842,16.0
803,ruyueshuo,817,246,-571,0.60788,0.70018,17.0
804,yang yu,818,941,123,0.60788,0.6262,1.0
805,Rafat Hussain,819,743,-76,0.60788,0.67209,24.0
806,Ceshine Lee,820,962,142,0.6078100000000001,0.6139100000000001,6.0
807,Radek Svoboda,821,693,-128,0.60775,0.67883,5.0
808,Kirill Kravtsov,822,721,-101,0.60775,0.67595,8.0
809,June,823,590,-233,0.6076600000000001,0.6895399999999999,27.0
810,The Power@D2C,824,142,-682,0.60756,0.70718,68.0
811,averagemn,825,263,-562,0.60745,0.6996399999999999,71.0
812,woshishui123,826,408,-418,0.60724,0.69434,2.0
813,AlexeyKuts,827,648,-179,0.60724,0.6843600000000001,10.0
814,jydd,828,159,-669,0.60724,0.70648,15.0
815,Evgenii Marushchenko,829,1065,236,0.60712,0.52136,4.0
816,Goutam,830,155,-675,0.60711,0.70711,7.0
817,julie,831,184,-647,0.6071,0.7037800000000001,26.0
818,Chenxi Ye,832,95,-737,0.6070800000000001,0.71467,6.0
819,基本原则在工,833,673,-160,0.6070399999999999,0.6815,7.0
820,Hellinger,834,687,-147,0.6068899999999999,0.6797,2.0
821,Gabriel Dreiman,835,592,-243,0.60651,0.6893199999999999,2.0
822,Cobra,836,209,-627,0.6065,0.70104,62.0
823,John Xu,837,751,-86,0.60648,0.67119,16.0
824,Nat Bel ML Fun,838,144,-694,0.60648,0.70718,70.0
825,Michael Vander Meiden,839,950,111,0.60633,0.6223,1.0
826,Akila Wajirasena,840,793,-47,0.60633,0.6659999999999999,1.0
827,Antoine Reveillon,841,202,-639,0.60633,0.70198,57.0
828,Y.Nakama,842,476,-366,0.60633,0.69434,10.0
829,evanfengjiao,843,96,-747,0.60633,0.71467,14.0
830,João Pedro Peinado,844,126,-718,0.60633,0.7098800000000001,57.0
831,ararabo,846,554,-292,0.6061300000000001,0.6936100000000001,16.0
832,IRoN06,847,855,8,0.60607,0.65493,3.0
833,Brace Yourself Shake-up is coming,849,62,-787,0.60606,0.72113,34.0
834,xiaoyif,848,854,6,0.60606,0.65496,2.0
835,fuji5,850,779,-71,0.60575,0.66779,1.0
836,326,851,70,-781,0.60572,0.71825,12.0
837,udit,852,853,1,0.6056699999999999,0.65503,1.0
838,Andrii Sydorchuk,853,225,-628,0.6056699999999999,0.70057,14.0
839,Rudy Gilman,854,206,-648,0.60555,0.70128,36.0
840,rodem94,855,880,25,0.60547,0.64803,1.0
841,hzli30,858,699,-159,0.60537,0.67783,1.0
842,McCartney Taylor,859,715,-144,0.60537,0.67647,1.0
843,KIYO,857,320,-537,0.60537,0.69605,35.0
844,Riku Suzuki,856,245,-611,0.60537,0.70044,13.0
845,DmitryBuslov,860,799,-61,0.60527,0.66392,6.0
846,42,861,634,-227,0.6052,0.68582,15.0
847,Aleksey T,862,611,-251,0.60506,0.68806,18.0
848,loompa,863,930,67,0.6048899999999999,0.63138,12.0
849,voilin,864,761,-103,0.60478,0.67011,1.0
850,Akira Otoishi,865,83,-782,0.6047399999999999,0.71707,30.0
851,shishirranjan,866,84,-782,0.6047399999999999,0.71707,41.0
852,Yuki. O,867,151,-716,0.6047399999999999,0.70711,22.0
853,tereka,868,938,70,0.6047399999999999,0.62747,1.0
854,fn,870,302,-568,0.6046699999999999,0.69768,16.0
855,风居住的街道,869,924,55,0.6046699999999999,0.63203,3.0
856,Serhii,871,605,-266,0.60465,0.68852,13.0
857,K & N,872,769,-103,0.60465,0.66881,9.0
858,qhd0081,873,662,-211,0.60452,0.6821,2.0
859,namekuji,874,757,-117,0.60447,0.6701199999999999,5.0
860,Ainsi parlait Zarathoustra,875,28,-847,0.60443,0.7411,49.0
861,a.sixxx,876,867,-9,0.60433,0.6513,1.0
862,coolhand,877,822,-55,0.60433,0.6601199999999999,2.0
863,Lucass Kim,878,36,-842,0.60429,0.7341300000000001,11.0
864,wakame,879,562,-317,0.60416,0.69306,5.0
865,ms,882,200,-682,0.60411,0.70198,34.0
866,MAK,883,296,-587,0.60411,0.69829,15.0
867,Wei Xie,881,674,-207,0.60411,0.68148,1.0
868,woxinzhonghua1995,880,94,-786,0.60411,0.71467,16.0
869,Kartik Bhartiya,884,557,-327,0.6040800000000001,0.69306,2.0
870,Fish Aobayama,885,834,-51,0.6039399999999999,0.6584800000000001,18.0
871,Nandanam,886,653,-233,0.6039399999999999,0.68407,1.0
872,Jerry,887,559,-328,0.6038899999999999,0.69306,6.0
873,Z & L,888,101,-787,0.6038100000000001,0.71467,20.0
874,W Warner,889,788,-101,0.6037,0.6665399999999999,2.0
875,Stanislav Blinov,890,362,-528,0.6037,0.69434,14.0
876,HRed,891,736,-155,0.60359,0.67328,4.0
877,鍋割山荘,892,286,-606,0.60359,0.69949,7.0
878,Misuk Kim,893,146,-747,0.60359,0.70718,20.0
879,Chun-Chao Lo,894,316,-578,0.60351,0.69605,5.0
880,Yanbing Zhang & Fenglan Bao,895,9,-886,0.60332,0.77988,67.0
881,은주니(ttagu99),896,630,-266,0.60328,0.68623,8.0
882,rc95401,897,152,-745,0.60321,0.70711,23.0
883,Jack Nickel,898,29,-869,0.6029399999999999,0.73922,35.0
884,Masao Taketani,899,820,-79,0.60292,0.6602600000000001,1.0
885,David Lizano,900,735,-165,0.6029,0.67328,5.0
886,hamid haghshenas,901,759,-142,0.6029,0.6701199999999999,6.0
887,MiroFurtado,902,961,59,0.60287,0.61402,1.0
888,Stefan Stefanov,903,990,87,0.6028600000000001,0.59134,2.0
889,__yktm31__,907,651,-256,0.6025699999999999,0.68407,40.0
890,ykaneko,906,153,-753,0.6025699999999999,0.70711,103.0
891,powerboy,905,105,-800,0.6025699999999999,0.7146600000000001,18.0
892,sklef,904,583,-321,0.6025699999999999,0.69091,9.0
893,takeh.oh,908,190,-718,0.60252,0.70243,56.0
