,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
1044,Elliot,1064,1935,871,3.61625,3.69891,20
1045,yui86fd,1065,395,-670,3.61626,3.68496,45
1046,ahhhwc,1066,1215,149,3.61627,3.69206,16
1047,wzswan,1067,1340,273,3.61627,3.69254,8
1048,lh123,1068,613,-455,3.61627,3.68771,45
1049,Kentaro Kato,1069,427,-642,3.61627,3.68588,27
1050,Linh Le,1070,958,-112,3.61627,3.6896,16
1051,Bruna Gomes,1071,1517,446,3.61628,3.69344,40
1052,InfiniteWing,1072,1446,374,3.61628,3.69291,10
1053,Aditya Vyas,1073,1171,98,3.6163,3.69195,26
1054,badger,1074,1048,-26,3.61631,3.69091,8
1055,Alexander Izotov,1075,1683,608,3.61631,3.69545,3
1056,Bobby Huang,1076,928,-148,3.61631,3.68912,33
1057,Michael Yang,1077,1541,464,3.61632,3.69361,6
1058,Sissi,1078,1767,689,3.61633,3.69667,2
1059,t.eno,1079,1081,2,3.61634,3.6914,36
1060,CinKate,1081,1479,398,3.61635,3.69318,3
1061,JY,1080,1735,655,3.61635,3.69608,7
1062,zionCheng,1082,1762,680,3.61636,3.69655,15
1063,gcg0223,1083,1523,440,3.61637,3.69352,2
1064,Jay Xu,1084,1658,574,3.61637,3.69507,5
1065,tiantian92,1085,1602,517,3.61637,3.69443,1
1066,Alisher Iglymov,1086,1026,-60,3.61637,3.69068,38
1067,infinex,1087,1657,570,3.61638,3.69505,3
1068,Mohsen Yazdinejad,1088,301,-787,3.6164,3.68296,63
1069,Charlie,1089,982,-107,3.61642,3.69,16
1070,Randomweaselers,1090,543,-547,3.61642,3.68747,58
1071,Pavel Govoruha,1091,2251,1160,3.61643,3.70282,22
1072,Gokulraj Ramdass,1092,196,-896,3.61643,3.67828,172
1073,AdamWybierala,1093,1077,-16,3.61643,3.6913,5
1074,SAURAV SUMAN,1097,323,-774,3.61645,3.68328,74
1075,Ryo Shirahama,1096,1587,491,3.61645,3.69422,2
1076,Piotr Nagrodkiewicz,1094,1863,769,3.61645,3.69817,5
1077,中美合拍,1095,1399,304,3.61645,3.69254,3
1078,Makoto Fujiwara,1098,1439,341,3.61646,3.69284,4
1079,prakreet,1114,1521,407,3.61647,3.69347,3
1080,ixmael,1113,1206,93,3.61647,3.69199,13
1081,DAISUKE YAMAMOTO,1112,1102,-10,3.61647,3.69148,12
1082,Rui Zhou,1111,1095,-16,3.61647,3.69148,3
1083,k2J,1109,1099,-10,3.61647,3.69148,2
1084,Goooooo,1108,1101,-7,3.61647,3.69148,8
1085,Dmitriy Kisil,1107,758,-349,3.61647,3.68771,13
1086,Bennet and Patrick,1110,1103,-7,3.61647,3.69148,25
1087,Hakim Idjis,1105,1100,-5,3.61647,3.69148,11
1088,Tak,1104,1091,-13,3.61647,3.69148,61
1089,<blank>,1103,1097,-6,3.61647,3.69148,2
1090,showletter,1106,1094,-12,3.61647,3.69148,2
1091,MJ Bahmani,1102,1104,2,3.61647,3.69148,6
1092,Suresh Chekuri,1101,1092,-9,3.61647,3.69148,1
1093,linxi,1100,1084,-16,3.61647,3.69143,6
1094,urmamalikesme,1099,1090,-9,3.61647,3.69148,21
1095,SacredGames,1115,1172,57,3.61648,3.69197,14
1096,Saif,1116,1663,547,3.61649,3.69508,8
1097,dreamer,1117,1115,-2,3.61649,3.69156,3
1098,Marcelo Tamashiro,1118,1112,-6,3.61649,3.69155,45
1099,KeepLearning,1119,1116,-3,3.61649,3.69156,9
1100,YingShi Chen,1121,1655,534,3.6165,3.69501,20
1101,tomwlf,1122,1426,304,3.6165,3.69278,8
1102,gmobaz,1123,2051,928,3.6165,3.69994,13
1103,Laijunji,1124,1151,27,3.6165,3.69176,11
1104,fisher,1125,2073,948,3.61651,3.70009,22
1105,Ilia,1126,424,-702,3.61652,3.68582,38
1106,akashgoyal7,1127,1379,252,3.61653,3.69254,5
1107,a.sixxx,1128,956,-172,3.61653,3.68956,26
1108,Anup Kumar Jana,1129,1418,289,3.61653,3.69267,14
1109,milk,1130,1109,-21,3.61655,3.69154,23
1110,Ganik,1131,1644,513,3.61655,3.6948,1
1111,hzli30,1132,1511,379,3.61656,3.6934,1
1112,Xinyu Xu,1133,1528,395,3.61657,3.69353,6
1113,DingXiang2016,1134,1673,539,3.61657,3.69523,12
1114,竢实扬华,1135,375,-760,3.61657,3.68424,30
1115,hasehiro,1136,1547,411,3.61657,3.6937,16
1116,GIRMD,1137,1647,510,3.61657,3.69489,1
1117,Zhicong Yan,1142,1761,619,3.61658,3.69655,11
1118,Ferhat Culfaz,1141,1600,459,3.61658,3.69443,8
1119,vu8691,1139,378,-761,3.61658,3.68432,116
1120,失业青年,1138,65,-1073,3.61658,3.66736,43
1121,zumidog,1140,1851,711,3.61658,3.69807,9
1122,Gerelen,1143,1680,537,3.61659,3.69538,2
1123,guyandtheworld,1144,1488,344,3.6166,3.69321,11
1124,Spytensor,1145,1514,369,3.6166,3.69341,4
1125,Pawas Gupta,1146,1610,464,3.61661,3.6945,6
1126,Ocean,1147,1436,289,3.61661,3.69284,3
1127,yuki,1148,951,-197,3.61662,3.68954,8
1128,Shingo Yanai,1149,1125,-24,3.61663,3.69163,2
1129,Artem Kuchumov,1151,1241,90,3.61664,3.69225,6
1130,sam1994,1150,1058,-92,3.61664,3.69106,49
1131,heheyan,1152,1518,366,3.61664,3.69344,1
1132,Vicente Santos,1154,1466,312,3.61666,3.69318,56
1133,Changhao Lee,1153,2021,868,3.61666,3.69979,20
1134,E.A,1156,398,-758,3.61667,3.68507,13
1135,TimO,1157,1350,193,3.61667,3.69254,3
1136,ml-rakus,1155,1451,296,3.61667,3.69295,21
1137,Alex Ermolaev,1158,1579,421,3.61668,3.69414,1
1138,too_tiny_ebitda_to_fund,1159,1728,569,3.6167,3.69591,24
1139,kami,1160,281,-879,3.6167,3.68245,73
1140,wyxccc,1161,1575,414,3.61671,3.69413,4
1141,tawawa,1162,2344,1182,3.61671,3.70504,2
1142,brthyyjp,1163,1937,774,3.61671,3.69893,11
1143,Volodymyr Bakhur,1166,1540,374,3.61672,3.69361,12
1144,Anton Bazdyrev,1165,1281,116,3.61672,3.69244,9
1145,Majid Robatjazi,1164,2063,899,3.61672,3.70003,11
1146,Sherry Zhang,1167,1088,-79,3.61674,3.69147,1
1147,dinkelma,1168,1671,503,3.61674,3.69518,89
1148,Rakshith R,1169,1495,326,3.61675,3.69327,3
1149,Xiuhong Huang,1170,1625,455,3.61676,3.69459,17
1150,George Okromchedlishvili,1171,2121,950,3.61676,3.70055,19
1151,Volodymyr Lozovoi,1175,1158,-17,3.61677,3.69183,2
1152,wyazx,1174,1341,167,3.61677,3.69254,8
1153,nishanth pathi,1172,2126,954,3.61677,3.70059,23
1154,chenyunshan,1173,1612,439,3.61677,3.69452,4
1155,Kenta Hojo,1176,1558,382,3.61678,3.69378,5
1156,WU Wuhui,1177,1255,78,3.61678,3.69239,6
1157,Puffins,1178,27,-1151,3.61679,3.65845,154
1158,vizillion,1186,1527,341,3.6168,3.69353,64
1159,Fire in the mountain,1179,1477,298,3.6168,3.69318,3
1160,Tran Dinh Tien,1180,1170,-10,3.6168,3.69194,15
1161,Mike Lin,1181,1535,354,3.6168,3.69358,12
1162,Arunn Thevapalan,1182,1460,278,3.6168,3.69316,2
1163,Hadi,1183,1441,258,3.6168,3.69284,12
1164,MShafayAmjad,1184,1525,341,3.6168,3.69353,1
1165,No Loyalty,1185,1526,341,3.6168,3.69353,28
1166,Rlnd,1189,1555,366,3.61683,3.69377,3
1167,wangcai,1187,966,-221,3.61683,3.68974,10
1168,Vassily Baranov,1188,1556,368,3.61683,3.69377,5
1169,Aman Agrawal,1190,1524,334,3.61684,3.69352,3
1170,Leonardo Dos Santos Pinheiro,1191,1753,562,3.61684,3.69637,16
1171,Pickle_team,1192,1452,260,3.61685,3.69296,2
1172,Aladdin Raven,1193,1828,635,3.61685,3.6977,8
1173,PizzaPower,1201,1010,-191,3.61686,3.69051,10
1174,tangrongshan,1194,927,-267,3.61686,3.68911,14
1175,Sergey Staritsyn,1195,1316,121,3.61686,3.69254,41
1176,yutah999,1196,1948,752,3.61686,3.69908,12
1177,voilin,1197,1504,307,3.61686,3.69332,3
1178,XiaoyuYang,1198,1011,-187,3.61686,3.69051,7
1179,Alex Abramov,1199,2092,893,3.61686,3.70031,11
1180,Huiyuan Xiong,1200,949,-251,3.61686,3.68953,25
1181,tatei,1205,1552,347,3.61687,3.69374,115
1182,takashi,1204,1062,-142,3.61687,3.6911,8
1183,诒,1203,294,-909,3.61687,3.68284,48
1184,breakinglb,1202,1454,252,3.61687,3.69302,6
1185,i-aki.y,1206,1815,609,3.61688,3.69739,4
1186,xiong2018,1207,1570,363,3.61688,3.69406,2
1187,hidehumibca,1208,1243,35,3.61688,3.69226,4
1188,social outcast,1209,1093,-116,3.61688,3.69148,40
1189,Caleb,1210,1853,643,3.61691,3.69809,15
1190,Peter Chervenski,1211,1417,206,3.61692,3.69264,14
1191,dizzyvn,1212,2463,1251,3.61693,3.70631,3
1192,Anastasia Miroshnikova,1220,1018,-202,3.61694,3.69057,6
1193,Bharat,1221,1017,-204,3.61694,3.69057,5
1194,Feiyang Chen,1219,1016,-203,3.61694,3.69057,2
1195,EduardoLi,1223,1021,-202,3.61694,3.69057,3
1196,Alkaid,1222,1019,-203,3.61694,3.69057,5
1197,student,1218,1013,-205,3.61694,3.69057,8
1198,Michael Maguire,1216,2061,845,3.61694,3.70002,34
1199,weizhong,1217,1012,-205,3.61694,3.69057,10
1200,MLA Team,1215,1438,223,3.61694,3.69284,9
1201,soliel,1214,1014,-200,3.61694,3.69057,28
1202,Puneet Grover,1213,1015,-198,3.61694,3.69057,19
1203,Will Qing,1224,1536,312,3.61695,3.69359,1
1204,sadegh1,1225,1675,450,3.61695,3.69525,4
1205,debnomics,1226,1971,745,3.61696,3.69929,40
1206,SRK,1227,1619,392,3.61696,3.69456,7
1207,LittleHeart,1228,551,-677,3.61697,3.68756,1
1208,Amy Wu,1229,1156,-73,3.61698,3.69183,18
1209,Taylor,1230,1732,502,3.61698,3.69603,7
1210,B H,1231,1256,25,3.61699,3.69241,13
1211,meow,1232,194,-1038,3.61701,3.67816,53
1212,Long Thanh Vo,1233,349,-884,3.61701,3.68364,59
1213,takaakiinada,1235,224,-1011,3.61702,3.68013,9
1214,iaoh96,1234,351,-883,3.61702,3.68367,69
1215,seawind322,1236,1458,222,3.61703,3.69314,50
1216,Konstantin P.,1237,1582,345,3.61704,3.69419,1
1217,Facundo Bravo,1238,1397,159,3.61704,3.69254,8
1218,TonyShard,1239,53,-1186,3.61704,3.66595,197
1219,Zongyi Liu,1240,1121,-119,3.61705,3.69159,56
1220,HMTx3,1241,1662,421,3.61705,3.69508,19
1221,Subhadeep Basu,1242,1182,-60,3.61706,3.69199,53
1222,Marcus Frølich,1243,1586,343,3.61706,3.69422,1
1223,lavrik,1244,2059,815,3.61706,3.69999,7
1224,Bo He,1245,1609,364,3.61709,3.69449,3
1225,CarlesGP,1246,1515,269,3.6171,3.69342,8
1226,panxueqian,1250,1573,323,3.61711,3.69411,20
1227,GolemMaking,1249,1801,552,3.61711,3.69716,28
1228,RajatAgarwal,1248,1564,316,3.61711,3.69387,5
1229,Walker Batista,1247,1105,-142,3.61711,3.69149,34
1230,Gleb Anferov,1251,1212,-39,3.61712,3.69201,10
1231,JonnydosSantos,1252,1070,-182,3.61712,3.69121,26
1232,Martin Batista,1253,1788,535,3.61713,3.69698,9
1233,Rishabh,1254,1501,247,3.61714,3.69331,5
1234,cc,1255,1727,472,3.61715,3.69587,1
1235,S Francis,1256,1844,588,3.61716,3.698,3
1236,HAC,1257,2211,954,3.61716,3.70186,13
1237,caoyang,1258,1445,187,3.61717,3.6929,4
1238,Hold on,1259,1667,408,3.61717,3.69511,1
1239,CHAN_PoKin,1261,1578,317,3.61718,3.69413,1
1240,goverm,1264,1257,-7,3.61718,3.69241,11
1241,BDataKnowmad,1263,1713,450,3.61718,3.69577,1
1242,Yuichi Iwanami,1260,1455,195,3.61718,3.69302,8
1243,AbhilashVJ,1262,1628,366,3.61718,3.69464,5
1244,Roman Kuznetsov,1265,1975,710,3.61719,3.69935,4
1245,NP Duy Tan,1266,1576,310,3.61719,3.69413,1
1246,Pyotam,1267,1054,-213,3.6172,3.69102,29
1247,Going deeper,1268,69,-1199,3.61723,3.66777,211
1248,人工智障,1269,1588,319,3.61724,3.69423,2
1249,大白大白,1270,1537,267,3.61726,3.69359,2
1250,AbhinavDutt,1271,1297,26,3.61726,3.69247,38
1251,Los Ganzos,1272,1636,364,3.61727,3.6947,9
1252,金沙江路男模队,1273,1594,321,3.61727,3.69434,1
1253,Nathan_072,1275,336,-939,3.61728,3.68356,5
1254,linghuhui,1274,999,-275,3.61728,3.6903,3
1255,copypaste,1276,1082,-194,3.61728,3.69141,12
1256,Carlo Lepelaars,1278,1497,219,3.61729,3.69328,7
1257,Brownies for North,1277,1496,219,3.61729,3.69328,5
1258,YixinLiu,1280,1563,283,3.61731,3.69386,21
1259,Takuma Inoue,1281,988,-293,3.61731,3.69007,26
1260,chenye27,1279,166,-1113,3.61731,3.67676,19
1261,heweiqiran,1282,2195,913,3.61732,3.70147,2
1262,ebudia,1283,1305,22,3.61734,3.69252,2
1263,FuengWul,1286,1173,-113,3.61735,3.69198,7
1264,QUANTUM_FEATURES,1285,1146,-139,3.61735,3.69168,22
1265,olive,1284,1674,390,3.61735,3.69525,2
1266,Mikhail Fadeev,1287,1036,-251,3.61737,3.69079,11
1267,Guanshuo Xu,1288,1613,325,3.61738,3.69452,1
1268,lihaoruolhr,1289,950,-339,3.61738,3.68953,2
1269,YGSEO,1290,1603,313,3.61739,3.69443,33
1270,Xuan Cao,1291,1669,378,3.61741,3.69512,6
1271,Nguyen Tang Tri Duc,1292,1447,155,3.61742,3.69293,2
1272,HelloKitty,1293,43,-1250,3.61742,3.66384,20
1273,Data farm,1294,2298,1004,3.61744,3.70422,41
1274,yaoyunan,1295,2055,760,3.61745,3.69999,12
1275,Mystery,1296,2217,921,3.61745,3.70198,5
1276,Alex Pan,1316,1196,-120,3.61748,3.69199,4
1277,Rad,1317,1175,-142,3.61748,3.69199,9
1278,PaAsk_17,1318,1174,-144,3.61748,3.69199,5
1279,Krishna Prasad,1319,1201,-118,3.61748,3.69199,13
1280,Kevin Hwang,1320,1193,-127,3.61748,3.69199,12
1281,hena,1321,1204,-117,3.61748,3.69199,7
1282,Eric Wu,1327,1200,-127,3.61748,3.69199,14
1283,ssssyykk,1323,1180,-143,3.61748,3.69199,1
1284,yasube,1324,1188,-136,3.61748,3.69199,19
1285,Aditya Bachhawat,1325,1195,-130,3.61748,3.69199,3
1286,sandy1112,1326,1161,-165,3.61748,3.69186,41
1287,shahriar ve,1314,1177,-137,3.61748,3.69199,3
1288,xueyongyuan,1328,1187,-141,3.61748,3.69199,5
1289,Tahir khan,1322,1190,-132,3.61748,3.69199,19
1290,f.gh,1313,1210,-103,3.61748,3.69199,7
1291,Allenjj,1315,1198,-117,3.61748,3.69199,6
1292,wittonzhou,1311,1185,-126,3.61748,3.69199,6
1293,Shizhan,1312,1179,-133,3.61748,3.69199,1
1294,Shaw,1309,1178,-131,3.61748,3.69199,2
1295,Yaroslav,1308,1167,-141,3.61748,3.69193,2
1296,Yiran Du,1307,1189,-118,3.61748,3.69199,6
1297,Chandrasekhar Anem,1306,1199,-107,3.61748,3.69199,1
1298,oshan,1305,1181,-124,3.61748,3.69199,16
1299,Vladislav Babkin,1304,1183,-121,3.61748,3.69199,1
1300,GBDT,1303,1192,-111,3.61748,3.69199,3
1301,Guido F,1302,1203,-99,3.61748,3.69199,6
1302,Renat Sembaev,1301,1176,-125,3.61748,3.69199,1
1303,Wanglei,1300,1184,-116,3.61748,3.69199,1
1304,WU ZHEN,1299,1186,-113,3.61748,3.69199,2
1305,Kamarouski Dzmitry,1298,1208,-90,3.61748,3.69199,1
1306,Neeraj Natu,1297,1191,-106,3.61748,3.69199,16
1307,mserpkov,1329,2044,715,3.61749,3.6999,4
1308,Tove Go,1330,452,-878,3.6175,3.68634,38
1309,zhoukaggle,1331,2207,876,3.61751,3.70162,19
1310,Karthik Tsaliki,1332,1209,-123,3.61751,3.69199,10
1311,misos,1333,1614,281,3.61752,3.69452,13
1312,Fernando Pereira,1334,309,-1025,3.61753,3.68314,67
1313,Mikk Puustusmaa,1335,2236,901,3.61754,3.70246,76
1314,clumsy_fish,1336,1901,565,3.61754,3.6986,5
1315,Tong C.,1337,1925,588,3.61756,3.69883,3
1316,anni14,1338,1531,193,3.61757,3.69356,5
1317,wxs123,1340,1589,249,3.61758,3.69426,20
1318,RyujiMatsushima,1341,363,-978,3.61759,3.68389,20
1319,Kirill Kravtsov,1342,980,-362,3.61759,3.68995,7
1320,Jiying,1343,1071,-272,3.61761,3.69122,9
1321,JamesGoGo,1348,1359,11,3.61762,3.69254,10
1322,averagemn,1346,1615,269,3.61762,3.69453,1
1323,Niranjan Singh,1347,1470,123,3.61762,3.69318,2
1324,Karthik S,1344,1616,272,3.61762,3.69453,3
1325,yang yu,1345,1617,272,3.61762,3.69453,1
1326,wolfkin,1349,2168,819,3.61763,3.70099,22
1327,just do it,1350,1777,427,3.61763,3.69686,3
1328,Springrid,1351,1825,474,3.61766,3.69761,3
1329,Jaeyeong Kim,1352,444,-908,3.61766,3.68626,46
1330,Aleksthegreat,1353,1826,473,3.61767,3.69767,59
1331,Wei T,1354,1549,195,3.61768,3.69371,5
1332,Angelia,1355,959,-396,3.61768,3.68962,13
1333,Sylas,1356,397,-959,3.61768,3.68504,258
1334,R MAT,1357,1223,-134,3.61769,3.69212,17
1335,Mr Nik,1358,960,-398,3.6177,3.68964,28
1336,Aleksandr Kosolapov,1359,1,-1358,3.61771,3.61285,394
1337,viva,1362,1294,-68,3.61772,3.69245,6
1338,Saad Mahmud,1360,1695,335,3.61772,3.69561,12
1339,PDSL,1361,1601,240,3.61772,3.69443,13
1340,Shivam Rana,1363,1831,468,3.61773,3.69779,3
1341,sean wu,1364,1715,351,3.61776,3.69579,55
1342,S3NSitive,1365,1553,188,3.61776,3.69375,1
1343,SeokHyeonHwang,1366,1813,447,3.6178,3.69739,6
1344,krishnaK,1367,971,-396,3.61782,3.68983,45
1345,Georgios,1369,1746,377,3.61784,3.69625,13
1346,Austin Wu,1370,1152,-218,3.61786,3.69178,32
1347,Bruno16,1371,1416,45,3.61786,3.69264,10
1348,WordUp4Summer,1372,1414,42,3.61786,3.69261,25
1349,LOL,1373,1432,59,3.61788,3.69283,12
1350,Jonathan Moriau,1374,1491,117,3.61789,3.69324,9
1351,RavikanthMusti,1378,1930,552,3.6179,3.69885,1
1352,Linar Khusnutdinov,1380,2079,699,3.6179,3.70014,2
1353,fightoverfitting,1379,1590,211,3.6179,3.69427,12
1354,AminePy,1377,1301,-76,3.6179,3.6925,22
1355,Miguel Pinto,1375,1428,53,3.6179,3.6928,11
1356,Naomi and Ido,1376,1873,497,3.6179,3.69828,23
1357,Ken Alex,1381,1389,8,3.61792,3.69254,28
1358,Donghang,1382,1857,475,3.61793,3.6981,1
1359,Tapioca AI,1383,32,-1351,3.61793,3.66116,197
1360,vaibhav jadhav,1384,1653,269,3.61793,3.695,6
1361,chenhan zhang,1385,1995,610,3.61793,3.69951,7
1362,hxyike,1386,126,-1260,3.61796,3.67355,35
1363,火箭少男少女,1387,2069,682,3.61796,3.70008,10
1364,dregss,1388,1216,-172,3.61796,3.69206,2
1365,tiantiantian,1389,1124,-265,3.61797,3.69161,1
1366,windism,1390,1942,552,3.61797,3.69898,2
1367,VineetKushwaha,1391,1953,562,3.61798,3.69912,3
1368,Harden,1394,1004,-390,3.61799,3.69041,44
1369,King Yiu Suen,1393,2322,929,3.61799,3.70476,11
1370,quantrader,1392,1809,417,3.61799,3.69734,26
1371,John Vlad,1395,1799,404,3.618,3.69713,10
1372,runshen,1396,528,-868,3.618,3.68741,26
1373,Flanto06,1397,1963,566,3.618,3.69922,10
1374,toprotect072531,1398,1061,-337,3.61802,3.6911,13
1375,Jughead,1399,237,-1162,3.61803,3.68057,45
1376,Toshiki Yamano,1400,2131,731,3.61803,3.70064,1
1377,Yangzw,1401,1457,56,3.61804,3.69312,5
1378,Nishad,1406,1078,-328,3.61805,3.6913,27
1379,Galitskiy Igor,1402,319,-1083,3.61805,3.68325,8
1380,noobSaibot,1403,2006,603,3.61805,3.6996,4
1381,fairy,1404,2247,843,3.61805,3.70273,26
1382,Zol-S,1405,1546,141,3.61805,3.69367,47
1383,Chi-huahua,1408,1827,419,3.61806,3.69767,37
1384,Guang,1407,1685,278,3.61806,3.69554,17
1385,Merlin Guo,1409,1328,-81,3.61808,3.69254,4
1386,Zhu Hui,1410,1264,-146,3.61808,3.69244,10
1387,Akhil Punia,1411,1482,71,3.61808,3.69318,5
1388,Jeroen van Muiswinkel,1412,1513,101,3.61808,3.69341,3
1389,Sarang Vasishth,1413,1941,528,3.61809,3.69898,20
1390,Kingkaisery,1414,289,-1125,3.6181,3.68269,11
1391,Young,1415,2281,866,3.6181,3.70385,3
1392,akilat90,1416,2068,652,3.61813,3.70008,7
1393,syoya,1417,978,-439,3.61815,3.6899,12
1394,Bo,1418,474,-944,3.61815,3.68667,15
1395,berry,1419,1480,61,3.61815,3.69318,5
1396,Qikai,1420,1765,345,3.61816,3.69664,19
1397,common sense,1421,1871,450,3.61817,3.69824,11
1398,love,1422,1861,439,3.61819,3.69816,21
1399,LastRocky,1423,1876,453,3.61819,3.69831,5
1400,elo team,1424,1964,540,3.6182,3.69924,1
1401,curiosity,1425,1630,205,3.61824,3.69465,29
1402,bbektas,1426,2415,989,3.61824,3.70599,15
1403,"Андрей Волчек (ШАД, Минск)",1427,1945,518,3.61826,3.69905,4
1404,Iakov Aizenberg,1428,2076,648,3.61826,3.70013,1
1405,4moso,1429,1816,387,3.61828,3.6974,16
1406,Chris X,1430,1933,503,3.61828,3.6989,29
1407,Lyonhc,1431,1824,393,3.6183,3.69761,8
1408,mkster,1432,1239,-193,3.61831,3.69223,39
1409,Dave Chen,1433,2197,764,3.61831,3.7015,14
1410,Tour_De_Force,1434,2309,875,3.61832,3.70455,11
1411,Migi,1435,2110,675,3.61832,3.70042,4
1412,ML-learner,1436,1638,202,3.61832,3.69472,1
1413,Kenta Yamashita,1437,1959,522,3.61834,3.69918,4
1414,André Nel,1438,1888,450,3.61834,3.69845,6
1415,Dunmin Liu,1441,2402,961,3.61835,3.70582,15
1416,shin5k,1439,2042,603,3.61835,3.69989,2
1417,Eric Yeh,1440,1246,-194,3.61835,3.6923,22
1418,YadneshKhairnar,1442,1591,149,3.61836,3.69431,6
1419,M_J,1443,1912,469,3.61836,3.69869,3
1420,Pong Tang Lau,1444,1734,290,3.61837,3.69607,15
1421,xingzhang,1445,1916,471,3.61838,3.69871,10
1422,lbio,1446,2103,657,3.61839,3.70037,1
1423,Mehmet Egemen,1447,2099,652,3.6184,3.70034,1
1424,"Dani ""Vardio"" Pegalajar",1448,1154,-294,3.6184,3.6918,10
1425,vladimircape2,1449,1784,335,3.61842,3.69693,12
1426,Hope,1450,2184,734,3.61842,3.70118,18
1427,Nobody,1451,1931,480,3.61842,3.69886,1
1428,logachev,1452,2016,564,3.61843,3.69975,2
1429,markeloff,1455,1832,377,3.61846,3.69781,2
1430,Niranjan Anandakumar,1453,1906,453,3.61846,3.69867,1
1431,[ods.ai] PlatinumMiners,1454,362,-1092,3.61846,3.68387,40
1432,Praxitelis-Nikolaos Kouroupetroglou,1456,1712,256,3.6185,3.69576,7
1433,River4,1457,2106,649,3.61851,3.70039,13
1434,Su Tang,1458,1714,256,3.61851,3.69579,17
1435,TCAP,1459,2064,605,3.61852,3.70005,1
1436,Janek Idziak,1460,2054,594,3.61853,3.69996,7
1437,MeanReversion,1461,1787,326,3.61853,3.69696,2
1438,kaikai1995,1462,2086,624,3.61855,3.70024,6
1439,Hédek,1463,1755,292,3.61855,3.69639,22
1440,Frank C,1465,2581,1116,3.61856,3.71019,9
1441,tomiyou,1464,2091,627,3.61856,3.7003,1
1442,Shaojie Yang,1466,2152,686,3.61858,3.70082,2
1443,SUNYC,1468,1944,476,3.61859,3.69902,15
1444,ZiMeng Xie,1467,1682,215,3.61859,3.69543,4
1445,SuperFrankie,1471,1858,387,3.6186,3.69811,4
1446,Wojtek,1469,1468,-1,3.6186,3.69318,3
1447,Sahdan,1470,2294,824,3.6186,3.70409,1
1448,Maybe,1472,1820,348,3.61861,3.69754,16
1449,potter xu,1473,2114,641,3.61863,3.70045,1
1450,Rainy,1474,1846,372,3.61864,3.69803,3
1451,mezoganet,1475,1973,498,3.61865,3.69933,31
1452,join me,1476,2253,777,3.61867,3.70303,10
1453,Isaac Flath,1477,1920,443,3.61868,3.69877,6
1454,hulala,1478,2132,654,3.61868,3.70065,1
1455,Join Chan,1479,1952,473,3.61869,3.69911,9
1456,今晚打老虎,1480,1222,-258,3.61869,3.69211,29
1457,Suraj kumar,1481,1883,402,3.6187,3.69838,3
1458,taAsai,1482,1974,492,3.61871,3.69934,6
1459,Rob D,1483,2292,809,3.61871,3.70406,4
1460,Phuc Nguyen,1484,879,-605,3.61872,3.68821,75
1461,ragnar,1486,1697,211,3.61873,3.69563,3
1462,meng,1485,2246,761,3.61873,3.70268,9
1463,periwal,1487,1249,-238,3.61874,3.69235,13
1464,BITSG,1488,2119,631,3.61874,3.7005,11
1465,ych4927,1489,899,-590,3.61874,3.68855,42
1466,vishnn,1490,1978,488,3.61875,3.69938,2
1467,Nico Varas,1491,1219,-272,3.61875,3.69208,9
1468,from 0,1492,1073,-419,3.61875,3.69123,4
1469,GrzegorzK,1493,1507,14,3.61876,3.69337,41
1470,Alex M,1494,2243,749,3.61876,3.7026,16
1471,CodeGirls,1495,2171,676,3.61876,3.70101,1
1472,RickandMorty,1496,1165,-331,3.61876,3.69191,6
1473,porzutel,1497,2062,565,3.61877,3.70002,16
1474,JY.Libra,1498,1453,-45,3.61877,3.69298,12
1475,Kushneryk Pavel,1499,1360,-139,3.61879,3.69254,4
1476,Philip Ellenberg,1500,1169,-331,3.6188,3.69194,4
1477,HasniMedBilel,1501,2027,526,3.61881,3.69985,10
1478,Mohammed,1502,1168,-334,3.61881,3.69194,15
1479,Gael Huser,1503,1583,80,3.61881,3.6942,4
1480,Shirouto,1504,2111,607,3.61882,3.70042,5
1481,maxdeep,1505,2174,669,3.61884,3.70105,17
1482,Peaky,1506,1731,225,3.61884,3.69602,13
1483,Shan,1507,1425,-82,3.61884,3.69277,6
1484,gejianwen,1508,1804,296,3.61885,3.69723,10
1485,Dasaprakash K,1509,1808,299,3.61886,3.69734,4
1486,steff,1510,1989,479,3.61886,3.69947,7
1487,motianlun,1511,2071,560,3.61886,3.70009,3
1488,ajnisbet,1515,2360,845,3.61887,3.70518,8
1489,WatanabeTakahiro,1514,2476,962,3.61887,3.70643,8
1490,Ajith Vajrala,1512,2144,632,3.61887,3.70079,22
1491,Jeyhun Babirzade,1513,2026,513,3.61887,3.69983,6
1492,romil kulshrestha,1516,2085,569,3.61888,3.70024,3
1493,Alexey Donskikh,1517,1884,367,3.6189,3.69839,32
1494,Florian RICHE,1518,2226,708,3.6189,3.70229,2
1495,jinka mounica,1519,2024,505,3.61893,3.6998,1
1496,AUemura,1520,2025,505,3.61894,3.69982,9
1497,Summit,1521,1622,101,3.61894,3.69457,2
1498,JMExpert,1522,1800,278,3.61894,3.69714,3
1499,sxl407,1523,2315,792,3.61895,3.70461,2
1500,KT1987,1524,2089,565,3.61896,3.70028,3
1501,tamori,1525,1471,-54,3.61896,3.69318,3
1502,Valeriy Pronkin,1526,1837,311,3.61897,3.69788,15
1503,SaoDeYiPi,1543,1988,445,3.61898,3.69947,6
